00-147,Al. Genera≥a Andersa W≥adys≥awa,Warszawa,Mazowieckie,od 1 do 5
00-159,Al. Genera≥a Andersa W≥adys≥awa,Warszawa,Mazowieckie,od 7 do ostatniego
00-201,Al. Genera≥a Andersa W≥adys≥awa,Warszawa,Mazowieckie,od 6 do 28
00-210,Al. Genera≥a Andersa W≥adys≥awa,Warszawa,Mazowieckie,od 30 do ostatniego
00-243,Al. Genera≥a Andersa W≥adys≥awa,Warszawa,Mazowieckie,od 2 do 4
00-713,"Al. Godziny ""W""",Warszawa,Mazowieckie,
00-116,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 18 do 18
00-117,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 2 do 10
00-124,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 12 do 16
00-133,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 20 do 26
00-135,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 28 do 30
00-141,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 32 do 42
00-145,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 44 do 44
00-148,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 46 do 50
00-152,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 52 do 54
00-156,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 56 do 58
00-166,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 60 do 62
00-170,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 64 do 68
00-175,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 70 do ostatniego
00-804,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 1 do 5
00-823,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 7 do 9
00-828,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 11 do 15
00-854,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 17 do 25
00-867,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 27 do 33
00-899,Al. Jana Paw≥a II,Warszawa,Mazowieckie,od 35 do 39
00-497,Al. Lorentza Stanis≥awa,Warszawa,Mazowieckie,
00-334,Al. Na Skarpie,Warszawa,Mazowieckie,od 38 do ostatniego od 39 do ostatniego
00-488,Al. Na Skarpie,Warszawa,Mazowieckie,od 20 do 36 od 15 do 37
00-608,Al. Niepodleg≥oúci,Warszawa,Mazowieckie,od 184 do 218
00-663,Al. Niepodleg≥oúci,Warszawa,Mazowieckie,od 220 do ostatniego
00-712,Al. Polski Walczπcej,Warszawa,Mazowieckie,
00-565,Al. PrzyjaciÛ≥,Warszawa,Mazowieckie,
00-556,Al. RÛø,Warszawa,Mazowieckie,
00-090,Al. Solidarnoúci,Warszawa,Mazowieckie,od 71 do 79
00-140,Al. Solidarnoúci,Warszawa,Mazowieckie,od 103 do 117
00-144,Al. Solidarnoúci,Warszawa,Mazowieckie,od 81 do 101
00-145,Al. Solidarnoúci,Warszawa,Mazowieckie,od 72 do 82
00-240,Al. Solidarnoúci,Warszawa,Mazowieckie,od 58 do 70
00-877,Al. Solidarnoúci,Warszawa,Mazowieckie,od 151 do ostatniego
00-897,Al. Solidarnoúci,Warszawa,Mazowieckie,od 119 do 125
00-898,Al. Solidarnoúci,Warszawa,Mazowieckie,od 127 do 149
00-460,Al. Szpitala Ujazdowskiego,Warszawa,Mazowieckie,
00-580,Al. Szucha Jana Chrystiana,Warszawa,Mazowieckie,od 1 do ostatniego
00-582,Al. Szucha Jana Chrystiana,Warszawa,Mazowieckie,od 2 do ostatniego
00-570,Al. Wyzwolenia,Warszawa,Mazowieckie,od 2 do ostatniego
00-572,Al. Wyzwolenia,Warszawa,Mazowieckie,od 1 do ostatniego
00-422,"Al. Zgrupowania AK ""Kryska""",Warszawa,Mazowieckie,
00-024,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 26 do 54
00-024,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 26 do 54
00-374,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 2 do 24
00-495,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 1 do 9
00-508,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 11 do 35
00-692,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 37 do 45
00-697,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 47 do 79
00-803,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 56 do 80
00-807,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 82 do 122
00-813,Aleje Jerozolimskie,Warszawa,Mazowieckie,od 124 do 128
00-461,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 6 do 6
00-478,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 2 do 4 od 8 do ostatniego
00-536,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 43 do ostatniego
00-540,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 21 do 41
00-557,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 15 do 19
00-567,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 11 do 13
00-583,Aleje Ujazdowskie,Warszawa,Mazowieckie,od 1 do 9
00-711,Ananasowa,Warszawa,Mazowieckie,
00-157,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 2 do 8 od 1 do 5
00-161,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 7 do 13
00-167,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 10 do 14 od 15 do 19
00-157,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 2 do 8 od 1 do 5
00-161,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 7 do 13
00-167,Anielewicza Mordechaja,Warszawa,Mazowieckie,od 10 do 14 od 15 do 19
00-591,Bacciarellego Marcelego,Warszawa,Mazowieckie,
00-036,BaczyÒskiego Krzysztofa Kamila,Warszawa,Mazowieckie,
00-036,BaczyÒskiego Krzysztofa Kamila,Warszawa,Mazowieckie,
00-752,Badowska,Warszawa,Mazowieckie,
00-585,Bagatela,Warszawa,Mazowieckie,
00-112,Bagno,Warszawa,Mazowieckie,
00-705,Bananowa,Warszawa,Mazowieckie,
00-767,Bandoski,Warszawa,Mazowieckie,
00-736,Banioska,Warszawa,Mazowieckie,
00-237,Barokowa,Warszawa,Mazowieckie,
00-337,Bartoszewicza Juliana,Warszawa,Mazowieckie,
00-710,Bartoszka Franciszka,Warszawa,Mazowieckie,
00-716,Bartycka,Warszawa,Mazowieckie,
00-713,"Batalionu AK ""Ba≥tyk""",Warszawa,Mazowieckie,
00-712,"Batalionu AK ""Karpaty""",Warszawa,Mazowieckie,
00-713,"Batalionu AK ""Olza""",Warszawa,Mazowieckie,
00-713,"Batalionu AK ""Ryú""",Warszawa,Mazowieckie,
00-310,Bednarska,Warszawa,Mazowieckie,od 2 do 14 od 1 do 11
00-321,Bednarska,Warszawa,Mazowieckie,od 16 do ostatniego od 13 do ostatniego
00-769,Beethovena Ludwika,Warszawa,Mazowieckie,
00-594,Belwederska,Warszawa,Mazowieckie,od 24 do ostatniego
00-761,Belwederska,Warszawa,Mazowieckie,od 1 do ostatniego
00-762,Belwederska,Warszawa,Mazowieckie,od 2 do 22
00-895,Bia≥a,Warszawa,Mazowieckie,
00-304,Bia≥oskÛrnicza,Warszawa,Mazowieckie,
00-085,BielaÒska,Warszawa,Mazowieckie,od 2 do ostatniego
00-086,BielaÒska,Warszawa,Mazowieckie,od 1 do ostatniego
00-085,BielaÒska,Warszawa,Mazowieckie,od 2 do ostatniego
00-086,BielaÒska,Warszawa,Mazowieckie,od 1 do ostatniego
00-712,BluszczaÒska,Warszawa,Mazowieckie,
00-728,Bobrowiecka,Warszawa,Mazowieckie,
00-303,Boczna,Warszawa,Mazowieckie,
00-011,Boduena Gabriela Piotra,Warszawa,Mazowieckie,
00-011,Boduena Gabriela Piotra,Warszawa,Mazowieckie,
00-242,BohaterÛw Getta,Warszawa,Mazowieckie,
00-259,BoleúÊ,Warszawa,Mazowieckie,
00-203,Bonifraterska,Warszawa,Mazowieckie,od 18 do ostatniego od 1 do ostatniego
00-213,Bonifraterska,Warszawa,Mazowieckie,od 2 do 16
00-203,Bonifraterska,Warszawa,Mazowieckie,od 18 do ostatniego od 1 do ostatniego
00-213,Bonifraterska,Warszawa,Mazowieckie,od 2 do 16
00-781,Boryszewska,Warszawa,Mazowieckie,
00-621,Boya-ØeleÒskiego Tadeusza,Warszawa,Mazowieckie,
00-771,Braci Pillatich,Warszawa,Mazowieckie,
00-028,Bracka,Warszawa,Mazowieckie,od 16 do ostatniego od 15 do ostatniego
00-028,Bracka,Warszawa,Mazowieckie,od 16 do ostatniego od 15 do ostatniego
00-501,Bracka,Warszawa,Mazowieckie,od 1 do 13
00-502,Bracka,Warszawa,Mazowieckie,od 2 do 14
00-311,Browarna,Warszawa,Mazowieckie,od 6 do ostatniego od 1 do ostatniego
00-338,Browarna,Warszawa,Mazowieckie,od 2 do 4
00-258,Brzozowa,Warszawa,Mazowieckie,od 1 do ostatniego
00-286,Brzozowa,Warszawa,Mazowieckie,od 2 do ostatniego
00-285,Bugaj,Warszawa,Mazowieckie,
00-221,Burmistrzowska,Warszawa,Mazowieckie,
00-171,B≥oÒska,Warszawa,Mazowieckie,
00-559,Calinescu Armanda,Warszawa,Mazowieckie,
00-099,Canaletta,Warszawa,Mazowieckie,
00-262,Celna,Warszawa,Mazowieckie,od 1 do ostatniego
00-287,Celna,Warszawa,Mazowieckie,od 2 do ostatniego
00-613,Cha≥ubiÒskiego Tytusa,Warszawa,Mazowieckie,od 2 do ostatniego
00-724,Che≥mska,Warszawa,Mazowieckie,od 1 do ostatniego
00-725,Che≥mska,Warszawa,Mazowieckie,od 2 do ostatniego
00-020,Chmielna,Warszawa,Mazowieckie,od 2 do 36
00-021,Chmielna,Warszawa,Mazowieckie,od 1 do 35
00-117,Chmielna,Warszawa,Mazowieckie,od 38 do 88 od 37 do 67
00-020,Chmielna,Warszawa,Mazowieckie,od 2 do 36
00-021,Chmielna,Warszawa,Mazowieckie,od 1 do 35
00-117,Chmielna,Warszawa,Mazowieckie,od 38 do 88 od 37 do 67
00-801,Chmielna,Warszawa,Mazowieckie,od 90 do 124 od 69 do 73
00-805,Chmielna,Warszawa,Mazowieckie,od 126 do ostatniego od 75 do ostatniego
00-791,Chocimska,Warszawa,Mazowieckie,
00-559,Chopina Fryderyka,Warszawa,Mazowieckie,
00-867,Ch≥odna,Warszawa,Mazowieckie,od 25 do ostatniego
00-872,Ch≥odna,Warszawa,Mazowieckie,od 28 do ostatniego
00-891,Ch≥odna,Warszawa,Mazowieckie,od 2 do 26 od 1 do 23
00-232,Ciasna,Warszawa,Mazowieckie,
00-353,Cicha,Warszawa,Mazowieckie,
00-854,Ciep≥a,Warszawa,Mazowieckie,od 2 do 12 od 1 do 11
00-862,Ciep≥a,Warszawa,Mazowieckie,od 14 do ostatniego od 13 do ostatniego
00-087,Corazziego Antoniego,Warszawa,Mazowieckie,
00-087,Corazziego Antoniego,Warszawa,Mazowieckie,
00-727,Cybulskiego Zbyszka,Warszawa,Mazowieckie,
00-713,Cytrynowa,Warszawa,Mazowieckie,
00-043,Czackiego Tadeusza,Warszawa,Mazowieckie,
00-043,Czackiego Tadeusza,Warszawa,Mazowieckie,
00-416,Czerniakowska,Warszawa,Mazowieckie,od 219 do ostatniego
00-417,Czerniakowska,Warszawa,Mazowieckie,od 182 do ostatniego
00-421,Czerniakowska,Warszawa,Mazowieckie,od 180 do 180
00-436,Czerniakowska,Warszawa,Mazowieckie,od 179 do 217
00-440,Czerniakowska,Warszawa,Mazowieckie,od 162 do 178
00-453,Czerniakowska,Warszawa,Mazowieckie,od 139 do 177
00-454,Czerniakowska,Warszawa,Mazowieckie,od 92 do 160
00-701,Czerniakowska,Warszawa,Mazowieckie,od 2 do 18 od 1 do 3
00-714,Czerniakowska,Warszawa,Mazowieckie,od 20 do 40
00-715,Czerniakowska,Warszawa,Mazowieckie,od 5 do 71
00-717,Czerniakowska,Warszawa,Mazowieckie,od 42 do 90
00-718,Czerniakowska,Warszawa,Mazowieckie,od 73 do 107
00-720,Czerniakowska,Warszawa,Mazowieckie,od 109 do 137
00-732,Czerska,Warszawa,Mazowieckie,
00-574,Czerwijowskiego Faustyna,Warszawa,Mazowieckie,
00-377,Czerwonego Krzyøa,Warszawa,Mazowieckie,
00-910,Czerwonych BeretÛw,Warszawa,Mazowieckie,
00-713,Daktylowa,Warszawa,Mazowieckie,
00-084,Dani≥owiczowska,Warszawa,Mazowieckie,od 1 do ostatniego
00-093,Dani≥owiczowska,Warszawa,Mazowieckie,od 2 do ostatniego
00-084,Dani≥owiczowska,Warszawa,Mazowieckie,od 1 do ostatniego
00-093,Dani≥owiczowska,Warszawa,Mazowieckie,od 2 do ostatniego
00-159,Dawidowskiego Alka,Warszawa,Mazowieckie,
00-159,Dawidowskiego Alka,Warszawa,Mazowieckie,
00-282,Dawna,Warszawa,Mazowieckie,
00-427,Dmochowskiego Franciszka Ksawerego,Warszawa,Mazowieckie,
00-305,Dobra,Warszawa,Mazowieckie,od 92 do ostatniego od 89 do ostatniego
00-312,Dobra,Warszawa,Mazowieckie,od 42 do 90 od 49 do 87
00-344,Dobra,Warszawa,Mazowieckie,od 26 do 40 od 27 do 47
00-384,Dobra,Warszawa,Mazowieckie,od 1 do 25
00-388,Dobra,Warszawa,Mazowieckie,od 2 do 24
00-895,DobrzaÒskiego Bronis≥awa,Warszawa,Mazowieckie,
00-215,DolaÒskiego W≥odzimierza,Warszawa,Mazowieckie,
00-215,DolaÒskiego W≥odzimierza,Warszawa,Mazowieckie,
00-773,Dolna,Warszawa,Mazowieckie,od 1 do ostatniego
00-774,Dolna,Warszawa,Mazowieckie,od 2 do ostatniego
00-051,Dowcip,Warszawa,Mazowieckie,
00-467,DragonÛw,Warszawa,Mazowieckie,
00-345,Drewniana,Warszawa,Mazowieckie,
00-182,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 7 do ostatniego
00-184,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 1 do 5
00-188,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 6 do ostatniego
00-196,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 2 do 4
00-182,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 7 do ostatniego
00-184,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 1 do 5
00-188,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 6 do ostatniego
00-196,Dubois Stanis≥awa,Warszawa,Mazowieckie,od 2 do 4
00-784,Dworkowa,Warszawa,Mazowieckie,
00-354,Dynasy,Warszawa,Mazowieckie,
00-712,"Dywizjonu AK ""JeleÒ""",Warszawa,Mazowieckie,
00-707,Dyøewskiego Aleksandra,Warszawa,Mazowieckie,
00-279,Dziekania,Warszawa,Mazowieckie,
00-154,Dzielna,Warszawa,Mazowieckie,od 7 do 7A
00-162,Dzielna,Warszawa,Mazowieckie,od 2 do 28 od 1 do 5
00-154,Dzielna,Warszawa,Mazowieckie,od 7 do 7A
00-162,Dzielna,Warszawa,Mazowieckie,od 2 do 28 od 1 do 5
00-172,Dzika,Warszawa,Mazowieckie,od 6 do 18 od 1 do 23
00-194,Dzika,Warszawa,Mazowieckie,od 2 do 4
00-172,Dzika,Warszawa,Mazowieckie,od 6 do 18 od 1 do 23
00-194,Dzika,Warszawa,Mazowieckie,od 2 do 4
00-238,D≥uga,Warszawa,Mazowieckie,od 2 do 42 od 9 do ostatniego
00-241,D≥uga,Warszawa,Mazowieckie,od 44 do ostatniego
00-263,D≥uga,Warszawa,Mazowieckie,od 1 do 7
00-137,Elektoralna,Warszawa,Mazowieckie,od 1 do ostatniego
00-139,Elektoralna,Warszawa,Mazowieckie,od 2 do 22
00-137,Elektoralna,Warszawa,Mazowieckie,od 1 do ostatniego
00-139,Elektoralna,Warszawa,Mazowieckie,od 2 do 22
00-892,Elektoralna,Warszawa,Mazowieckie,od 24 do ostatniego
00-346,Elektryczna,Warszawa,Mazowieckie,
00-446,Fabryczna,Warszawa,Mazowieckie,
00-713,Figowa,Warszawa,Mazowieckie,
00-611,Filtrowa,Warszawa,Mazowieckie,od 2 do 8 od 1 do 11
00-586,Flory,Warszawa,Mazowieckie,
00-366,Foksal,Warszawa,Mazowieckie,od 2 do 14 od 1 do 7
00-372,Foksal,Warszawa,Mazowieckie,od 16 do ostatniego od 9 do ostatniego
00-215,FondamiÒskiego Edwarda,Warszawa,Mazowieckie,
00-215,FondamiÒskiego Edwarda,Warszawa,Mazowieckie,
00-200,FranciszkaÒska,Warszawa,Mazowieckie,od 21 do ostatniego
00-205,FranciszkaÒska,Warszawa,Mazowieckie,od 16 do ostatniego od 11 do 19
00-214,FranciszkaÒska,Warszawa,Mazowieckie,od 2 do 14
00-200,FranciszkaÒska,Warszawa,Mazowieckie,od 21 do ostatniego
00-205,FranciszkaÒska,Warszawa,Mazowieckie,od 16 do ostatniego od 11 do 19
00-214,FranciszkaÒska,Warszawa,Mazowieckie,od 2 do 14
00-227,FranciszkaÒska,Warszawa,Mazowieckie,od 1 do 1
00-233,FranciszkaÒska,Warszawa,Mazowieckie,od 3 do 9
00-483,Frascati,Warszawa,Mazowieckie,od 2 do ostatniego
00-492,Frascati,Warszawa,Mazowieckie,od 1 do ostatniego
00-097,Fredry Aleksandra,Warszawa,Mazowieckie,
00-097,Fredry Aleksandra,Warszawa,Mazowieckie,
00-227,Freta,Warszawa,Mazowieckie,
00-910,Frontowa,Warszawa,Mazowieckie,
00-313,FurmaÒska,Warszawa,Mazowieckie,
00-747,Gagarina Jurija,Warszawa,Mazowieckie,od 109 do ostatniego
00-748,Gagarina Jurija,Warszawa,Mazowieckie,od 34 do ostatniego
00-753,Gagarina Jurija,Warszawa,Mazowieckie,od 1 do 107
00-754,Gagarina Jurija,Warszawa,Mazowieckie,od 2 do 32
00-089,Gamerskiego Tylmana,Warszawa,Mazowieckie,
00-089,Gamerskiego Tylmana,Warszawa,Mazowieckie,
00-306,Garbarska,Warszawa,Mazowieckie,
00-362,Ga≥czyÒskiego Konstantego Ildefonsa,Warszawa,Mazowieckie,
00-068,Genera≥a Tokarzewskiego Karaszewicza Micha≥a,Warszawa,Mazowieckie,
00-068,Genera≥a Tokarzewskiego Karaszewicza Micha≥a,Warszawa,Mazowieckie,
00-910,Gierczak Emilii,Warszawa,Mazowieckie,
00-772,Gierymskiego Aleksandra,Warszawa,Mazowieckie,
00-232,Gomulickiego Wiktora,Warszawa,Mazowieckie,
00-794,Goworka,Warszawa,Mazowieckie,
00-704,Goúciniec,Warszawa,Mazowieckie,
00-519,Grabowskiego Antoniego,Warszawa,Mazowieckie,
00-130,Graniczna,Warszawa,Mazowieckie,
00-308,Grodzka,Warszawa,Mazowieckie,
00-785,Grottgera Artura,Warszawa,Mazowieckie,
00-713,"Grupy AK ""PÛ≥noc""",Warszawa,Mazowieckie,
00-131,Grzybowska,Warszawa,Mazowieckie,od 2 do 10
00-132,Grzybowska,Warszawa,Mazowieckie,od 12 do 26 od 1 do 25
00-131,Grzybowska,Warszawa,Mazowieckie,od 2 do 10
00-132,Grzybowska,Warszawa,Mazowieckie,od 12 do 26 od 1 do 25
00-844,Grzybowska,Warszawa,Mazowieckie,od 52 do ostatniego od 45 do ostatniego
00-855,Grzybowska,Warszawa,Mazowieckie,od 27 do 43
00-863,Grzybowska,Warszawa,Mazowieckie,od 28 do 50
00-704,Gwintowa,Warszawa,Mazowieckie,
00-432,GÛrnoúlπska,Warszawa,Mazowieckie,od 8 do 16 od 25 do 43
00-443,GÛrnoúlπska,Warszawa,Mazowieckie,od 1 do 21
00-444,GÛrnoúlπska,Warszawa,Mazowieckie,od 2 do 6
00-447,GÛrnoúlπska,Warszawa,Mazowieckie,od 23 do 23
00-458,GÛrnoúlπska,Warszawa,Mazowieckie,od 45 do ostatniego
00-484,GÛrnoúlπska,Warszawa,Mazowieckie,od 18 do ostatniego
00-740,GÛrska,Warszawa,Mazowieckie,
00-033,GÛrskiego Wojciecha,Warszawa,Mazowieckie,
00-033,GÛrskiego Wojciecha,Warszawa,Mazowieckie,
00-711,GπsociÒska,Warszawa,Mazowieckie,
00-314,GÍsta,Warszawa,Mazowieckie,
00-769,HaÒczy W≥adys≥awa,Warszawa,Mazowieckie,
00-707,Hempla Stanis≥awa,Warszawa,Mazowieckie,
00-092,Hipoteczna,Warszawa,Mazowieckie,od 2 do 4 od 1 do ostatniego
00-092,Hipoteczna,Warszawa,Mazowieckie,od 2 do 4 od 1 do ostatniego
00-244,Hipoteczna,Warszawa,Mazowieckie,od 6 do ostatniego
00-434,Hoene-WroÒskiego JÛzefa Marii,Warszawa,Mazowieckie,od nr 2 do ostatniego od nr 3 do ostatniego
00-459,Hoene-WroÒskiego JÛzefa Marii nr 1,Warszawa,Mazowieckie,
00-749,Ho≥Ûwki Tadeusza,Warszawa,Mazowieckie,
00-516,Hoøa,Warszawa,Mazowieckie,od 22 do 44
00-521,Hoøa,Warszawa,Mazowieckie,od 19 do 31
00-528,Hoøa,Warszawa,Mazowieckie,od 2 do 20 od 1 do 17
00-681,Hoøa,Warszawa,Mazowieckie,od 33 do ostatniego
00-682,Hoøa,Warszawa,Mazowieckie,od 46 do ostatniego
00-730,Huculska,Warszawa,Mazowieckie,
00-789,HumaÒska,Warszawa,Mazowieckie,
00-710,Idzikowskiego Ludwika,Warszawa,Mazowieckie,od 2 do 30
00-442,Idükowskiego Adama,Warszawa,Mazowieckie,
00-189,Inflancka,Warszawa,Mazowieckie,
00-735,Iwicka,Warszawa,Mazowieckie,
00-378,Jaracza Stefana,Warszawa,Mazowieckie,
00-003,Jasna,Warszawa,Mazowieckie,od 9 do 17
00-007,Jasna,Warszawa,Mazowieckie,od 5 do 7
00-013,Jasna,Warszawa,Mazowieckie,od 2 do 12 od 1 do 3
00-041,Jasna,Warszawa,Mazowieckie,od 14 do 16
00-054,Jasna,Warszawa,Mazowieckie,od 18 do ostatniego
00-058,Jasna,Warszawa,Mazowieckie,od 19 do ostatniego
00-003,Jasna,Warszawa,Mazowieckie,od 9 do 17
00-007,Jasna,Warszawa,Mazowieckie,od 5 do 7
00-013,Jasna,Warszawa,Mazowieckie,od 2 do 12 od 1 do 3
00-041,Jasna,Warszawa,Mazowieckie,od 14 do 16
00-054,Jasna,Warszawa,Mazowieckie,od 18 do ostatniego
00-058,Jasna,Warszawa,Mazowieckie,od 19 do ostatniego
00-766,Jaworowska,Warszawa,Mazowieckie,
00-634,JaworzyÒska,Warszawa,Mazowieckie,
00-467,JazdÛw,Warszawa,Mazowieckie,
00-730,Jazgarzewska,Warszawa,Mazowieckie,
00-731,Jedwabnicza,Warszawa,Mazowieckie,
00-457,Jezierskiego Franciszka Salezego,Warszawa,Mazowieckie,
00-281,Jezuicka,Warszawa,Mazowieckie,
00-275,Kamienne Schodki,Warszawa,Mazowieckie,
00-278,Kanonia,Warszawa,Mazowieckie,
00-249,Kapitulna,Warszawa,Mazowieckie,od 2 do ostatniego
00-253,Kapitulna,Warszawa,Mazowieckie,od 1 do ostatniego
00-245,KapucyÒska,Warszawa,Mazowieckie,
00-327,Karasia Kazimierza,Warszawa,Mazowieckie,
00-149,Karmelicka,Warszawa,Mazowieckie,od 2 do 6 od 1 do 5
00-155,Karmelicka,Warszawa,Mazowieckie,od 8 do 8 od 7 do 11
00-163,Karmelicka,Warszawa,Mazowieckie,od 10 do 18 od 13 do 15
00-168,Karmelicka,Warszawa,Mazowieckie,od 17 do 21
00-173,Karmelicka,Warszawa,Mazowieckie,od 23 do ostatniego
00-181,Karmelicka,Warszawa,Mazowieckie,od 24 do ostatniego
00-186,Karmelicka,Warszawa,Mazowieckie,od 20 do 22
00-149,Karmelicka,Warszawa,Mazowieckie,od 2 do 6 od 1 do 5
00-155,Karmelicka,Warszawa,Mazowieckie,od 8 do 8 od 7 do 11
00-163,Karmelicka,Warszawa,Mazowieckie,od 10 do 18 od 13 do 15
00-168,Karmelicka,Warszawa,Mazowieckie,od 17 do 21
00-173,Karmelicka,Warszawa,Mazowieckie,od 23 do ostatniego
00-181,Karmelicka,Warszawa,Mazowieckie,od 24 do ostatniego
00-186,Karmelicka,Warszawa,Mazowieckie,od 20 do 22
00-315,Karowa,Warszawa,Mazowieckie,od 2 do 12 od 1 do 29
00-324,Karowa,Warszawa,Mazowieckie,od 14 do ostatniego od 31 do ostatniego
00-733,Kaszubska,Warszawa,Mazowieckie,
00-468,Kawalerii,Warszawa,Mazowieckie,
00-728,Kierbedzia Stanis≥awa,Warszawa,Mazowieckie,
00-257,KiliÒskiego Jana,Warszawa,Mazowieckie,
00-591,Klonowa,Warszawa,Mazowieckie,
00-775,Konduktorska,Warszawa,Mazowieckie,
00-335,KonopczyÒskiego Emiliana,Warszawa,Mazowieckie,
00-491,Konopnickiej Marii,Warszawa,Mazowieckie,
00-206,Konwiktorska,Warszawa,Mazowieckie,od 6 do 6
00-216,Konwiktorska,Warszawa,Mazowieckie,od 5 do ostatniego
00-217,Konwiktorska,Warszawa,Mazowieckie,od 2 do 4 od 8 do ostatniego od 1 do 3
